ID;Scope;Level 1;Level 2;Level 3;Level 4;Column Text;UOM;GHG/Unit;GHG Conversion Factor 2024;;;
6_306_3135_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;100% Laden;tonne.km;kWh (Net CV);0,26445;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','tonne.km','6_306_3136_14_5');";;
6_306_3136_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;Average Laden;tonne.km;kWh (Net CV);0,34217;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','km','6_306_3133_4_5');";;
6_306_3133_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;0% Laden;km;kWh (Net CV);2,84651;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','km','6_306_3134_4_5');";;
6_306_3134_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;50% Laden;km;kWh (Net CV);3,78475;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','km','6_306_3135_4_5');";;
6_306_3135_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;100% Laden;km;kWh (Net CV);4,72300;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','km','6_306_3136_4_5');";;
6_306_3136_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;Average Laden;km;kWh (Net CV);4,11109;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','miles','6_306_3133_9_5');";;
6_306_3133_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;0% Laden;miles;kWh (Net CV);4,58101;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','miles','6_306_3134_9_5');";;
6_306_3134_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;50% Laden;miles;kWh (Net CV);6,09097;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','miles','6_306_3135_9_5');";;
6_306_3135_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;100% Laden;miles;kWh (Net CV);7,60093;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','miles','6_306_3136_9_5');";;
6_306_3136_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All artics;;Average Laden;miles;kWh (Net CV);6,61615;"call _emissionsRefInsert('HGV refrigerated (all diesel) All artics','SECR kWh pass & delivery vehs','tonne.km','6_306_3137_14_5');";;
6_306_3137_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;0% Laden;tonne.km;kWh (Net CV);;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','tonne.km','6_306_3138_14_5');";;
6_306_3138_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;50% Laden;tonne.km;kWh (Net CV);0,54834;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','tonne.km','6_306_3139_14_5');";;
6_306_3139_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;100% Laden;tonne.km;kWh (Net CV);0,33379;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','tonne.km','6_306_3140_14_5');";;
6_306_3140_14_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;Average Laden;tonne.km;kWh (Net CV);0,44819;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','km','6_306_3137_4_5');";;
6_306_3137_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;0% Laden;km;kWh (Net CV);2,94955;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','km','6_306_3138_4_5');";;
6_306_3138_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;50% Laden;km;kWh (Net CV);3,74892;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','km','6_306_3139_4_5');";;
6_306_3139_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;100% Laden;km;kWh (Net CV);4,54828;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','km','6_306_3140_4_5');";;
6_306_3140_4_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;Average Laden;km;kWh (Net CV);4,01868;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','miles','6_306_3137_9_5');";;
6_306_3137_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;0% Laden;miles;kWh (Net CV);4,74684;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','miles','6_306_3138_9_5');";;
6_306_3138_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;50% Laden;miles;kWh (Net CV);6,03330;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','miles','6_306_3139_9_5');";;
6_306_3139_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;100% Laden;miles;kWh (Net CV);7,31975;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','SECR kWh pass & delivery vehs','miles','6_306_3140_9_5');";;
6_306_3140_9_5;Scope 1;SECR kWh pass & delivery vehs;HGV refrigerated (all diesel);All HGVs;;Average Laden;miles;kWh (Net CV);6,46744;"call _emissionsRefInsert('HGV refrigerated (all diesel) All HGVs','UK electricity','kWh','7_400_4000_5_1');";;
7_400_4000_5_1;Scope 2;UK electricity;Electricity generated;Electricity: UK;kWh;;kWh;kgCO2e;0,20705;"call _emissionsRefInsert('UK electricity','Electricity generated','Electricity: UK','kWh','kgCO2e','Scope 2','0,20705', '7_400_4000_5_1');";;
7_400_4000_5_2;Scope 2;UK electricity;Electricity generated;Electricity: UK;kWh;;kWh;kg CO2e of CO2 per unit;0,20493;"call _emissionsRefInsert('Electricity generated Electricity: UK','UK electricity','kWh','7_400_4000_5_3');";;
7_400_4000_5_3;Scope 2;UK electricity;Electricity generated;Electricity: UK;kWh;;kWh;kg CO2e of CH4 per unit;0,00090;"call _emissionsRefInsert('Electricity generated Electricity: UK','UK electricity','kWh','7_400_4000_5_4');";;
7_400_4000_5_4;Scope 2;UK electricity;Electricity generated;Electricity: UK;kWh;;kWh;kg CO2e of N2O per unit;0,00122;"call _emissionsRefInsert('Electricity generated Electricity: UK','UK electricity for EVs','km','8_300_3003_4_1');";;
8_300_3003_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3003_4_2');";;
8_300_3003_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3003_4_3');";;
8_300_3003_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3003_4_4');";;
8_300_3003_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3004_4_1');";;
8_300_3004_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;km;kgCO2e;0,03537;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Mini','km','kgCO2e','Scope 2','0,03537', '8_300_3004_4_1');";;
8_300_3004_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,03497;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3004_4_3');";;
8_300_3004_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00017;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3004_4_4');";;
8_300_3004_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00023;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3003_9_1');";;
8_300_3003_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3003_9_2');";;
8_300_3003_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3003_9_3');";;
8_300_3003_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3003_9_4');";;
8_300_3003_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3004_9_1');";;
8_300_3004_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;miles;kgCO2e;0,05693;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Mini','miles','kgCO2e','Scope 2','0,05693', '8_300_3004_9_1');";;
8_300_3004_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,05629;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3004_9_3');";;
8_300_3004_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00027;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','miles','8_300_3004_9_4');";;
8_300_3004_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Mini;;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00037;"call _emissionsRefInsert('Cars (by market segment) Mini','UK electricity for EVs','km','8_300_3008_4_1');";;
8_300_3008_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,02817;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Supermini','km','kgCO2e','Scope 2','0,02817', '8_300_3008_4_1');";;
8_300_3008_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,02787;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3008_4_3');";;
8_300_3008_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00012;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3008_4_4');";;
8_300_3008_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00018;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3009_4_1');";;
8_300_3009_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;km;kgCO2e;0,04033;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Supermini','km','kgCO2e','Scope 2','0,04033', '8_300_3009_4_1');";;
8_300_3009_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,03991;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3009_4_3');";;
8_300_3009_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00018;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3009_4_4');";;
8_300_3009_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00024;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3008_9_1');";;
8_300_3008_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,04533;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Supermini','miles','kgCO2e','Scope 2','0,04533', '8_300_3008_9_1');";;
8_300_3008_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,04485;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3008_9_3');";;
8_300_3008_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00020;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3008_9_4');";;
8_300_3008_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00028;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3009_9_1');";;
8_300_3009_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;miles;kgCO2e;0,06491;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Supermini','miles','kgCO2e','Scope 2','0,06491', '8_300_3009_9_1');";;
8_300_3009_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,06423;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3009_9_3');";;
8_300_3009_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00029;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','miles','8_300_3009_9_4');";;
8_300_3009_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Supermini;;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00039;"call _emissionsRefInsert('Cars (by market segment) Supermini','UK electricity for EVs','km','8_300_3013_4_1');";;
8_300_3013_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,01059;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Lower medium','km','kgCO2e','Scope 2','0,01059', '8_300_3013_4_1');";;
8_300_3013_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,01039;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3013_4_3');";;
8_300_3013_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3013_4_4');";;
8_300_3013_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3014_4_1');";;
8_300_3014_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;km;kgCO2e;0,04241;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Lower medium','km','kgCO2e','Scope 2','0,04241', '8_300_3014_4_1');";;
8_300_3014_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;km;kg CO2e of CO2 per unit;0,04193;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3014_4_3');";;
8_300_3014_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;km;kg CO2e of CH4 per unit;0,00020;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3014_4_4');";;
8_300_3014_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;km;kg CO2e of N2O per unit;0,00028;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3013_9_1');";;
8_300_3013_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;miles;kgCO2e;0,01702;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Lower medium','miles','kgCO2e','Scope 2','0,01702', '8_300_3013_9_1');";;
8_300_3013_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CO2 per unit;0,01671;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3013_9_3');";;
8_300_3013_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00013;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3013_9_4');";;
8_300_3013_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Plug-in Hybrid Electric Vehicle;miles;kg CO2e of N2O per unit;0,00018;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3014_9_1');";;
8_300_3014_9_1;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;miles;kgCO2e;0,06824;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Lower medium','miles','kgCO2e','Scope 2','0,06824', '8_300_3014_9_1');";;
8_300_3014_9_2;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;miles;kg CO2e of CO2 per unit;0,06748;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3014_9_3');";;
8_300_3014_9_3;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;miles;kg CO2e of CH4 per unit;0,00032;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','miles','8_300_3014_9_4');";;
8_300_3014_9_4;Scope 2;UK electricity for EVs;Cars (by market segment);Lower medium;;Battery Electric Vehicle;miles;kg CO2e of N2O per unit;0,00044;"call _emissionsRefInsert('Cars (by market segment) Lower medium','UK electricity for EVs','km','8_300_3018_4_1');";;
8_300_3018_4_1;Scope 2;UK electricity for EVs;Cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kgCO2e;0,01131;"call _emissionsRefInsert('UK electricity for EVs','Cars (by market segment)','Upper medium','km','kgCO2e','Scope 2','0,01131', '8_300_3018_4_1');";;
8_300_3018_4_2;Scope 2;UK electricity for EVs;Cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CO2 per unit;0,01111;"call _emissionsRefInsert('Cars (by market segment) Upper medium','UK electricity for EVs','km','8_300_3018_4_3');";;
8_300_3018_4_3;Scope 2;UK electricity for EVs;Cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of CH4 per unit;0,00008;"call _emissionsRefInsert('Cars (by market segment) Upper medium','UK electricity for EVs','km','8_300_3018_4_4');";;
8_300_3018_4_4;Scope 2;UK electricity for EVs;Cars (by market segment);Upper medium;;Plug-in Hybrid Electric Vehicle;km;kg CO2e of N2O per unit;0,00012;"call _emissionsRefInsert('Cars (by market segment) Upper medium','UK electricity for EVs','km','8_300_3019_4_1');";;
